Date,Ticker,Close,Open,High,Low,Volume
2021-08-06 18:49:40.380001,CVX,145.0,144.06683602200587,147.52516419332278,143.99571818324108,170673470
2021-08-09 18:49:40.380001,CVX,140.17094689908242,139.70439934557237,141.3055457294662,138.90643638241517,77781940
2021-08-10 18:49:40.380001,CVX,127.82627964009895,127.6516229092229,130.26878655766745,125.89873549203416,82696150
2021-08-11 18:49:40.380001,CVX,128.10377483540208,128.85856886228353,129.5127479565078,126.49215077477163,50619858
2021-08-12 18:49:40.380001,CVX,127.69198027822308,126.85844036318552,128.66579485990678,125.3842656340813,116717379
2021-08-13 18:49:40.380001,CVX,121.49343525636367,121.56287514924044,123.14710295527364,119.29257815842114,51098896
2021-08-16 18:49:40.380001,CVX,121.42355360845356,120.3922009383907,123.56424358812839,120.19467953209686,86957904
2021-08-17 18:49:40.380001,CVX,121.58107895339445,121.57564844324851,122.66726014924198,121.25255031282711,187005257
2021-08-18 18:49:40.380001,CVX,125.2792321032587,126.07466266746776,126.79687874060629,124.30354071524015,148857753
2021-08-19 18:49:40.380001,CVX,129.50599142992348,130.30440432336542,131.98529875286096,127.85226952113779,112951652
2021-08-20 18:49:40.380001,CVX,130.88724874505445,131.6875961322529,132.62112767125586,130.36512242031512,59484149
2021-08-23 18:49:40.380001,CVX,126.7307118089749,125.55706870370608,126.80412125484555,124.40403663208618,138314710
2021-08-24 18:49:40.380001,CVX,123.05957695822356,124.28100808279981,123.14984067501378,121.64353593265376,104598295
2021-08-25 18:49:40.380001,CVX,125.15614149736746,126.1890651931447,125.50914841604518,124.07089370974228,120742224
2021-08-26 18:49:40.380001,CVX,126.35867530815987,125.64445231434077,126.95265901731821,125.78916767770737,156272028
2021-08-27 18:49:40.380001,CVX,132.800148046429,133.57526746796697,134.63921434553413,131.8943083459601,192499377
2021-08-30 18:49:40.380001,CVX,137.73777051391346,136.98715737067073,139.08488695819094,135.95472483625397,135211351
2021-08-31 18:49:40.380001,CVX,137.93956565687725,138.97440962796284,139.3844337272827,136.84831992561575,90764506
2021-09-01 18:49:40.380001,CVX,133.7189592351015,132.55671251107404,134.43613866435507,131.6179043516631,125081077
2021-09-02 18:49:40.380001,CVX,136.53742987768376,135.26917554659144,137.4028873982245,134.56452290549672,160439989
2021-09-03 18:49:40.380001,CVX,141.30308563098313,141.2493755683982,142.43746450168098,139.18344827686153,76095772
2021-09-06 18:49:40.380001,CVX,148.66519969805293,148.27041415300098,151.2625699713733,146.06730430518226,135401470
2021-09-07 18:49:40.380001,CVX,151.9067731903164,152.79729588607094,152.3085588090303,151.5304449559845,156165539
2021-09-08 18:49:40.380001,CVX,163.7938154428292,163.4211817111683,164.19350049619564,161.38555634525915,158641502
2021-09-09 18:49:40.380001,CVX,156.7486678060447,157.7612473829849,158.94227905983752,153.9102658183031,183990072
2021-09-10 18:49:40.380001,CVX,168.80947707941365,167.6720251619397,170.09659431194308,166.60445806072747,97005240
2021-09-13 18:49:40.380001,CVX,169.25142975966287,168.9688209858647,171.93553007404253,167.41693236009334,69231916
2021-09-14 18:49:40.380001,CVX,182.49727660694026,184.12805214735948,184.75180357603782,181.48002522977905,167745090
2021-09-15 18:49:40.380001,CVX,170.30434031851337,170.90900942545844,173.07795362277852,167.44879064137606,117295010
2021-09-16 18:49:40.380001,CVX,169.66282910301513,171.3107827919654,170.2664490538584,168.0357241222209,172006291
2021-09-17 18:49:40.380001,CVX,153.29009957869744,151.8508481703095,154.58591858145672,150.52961677803995,135244866
2021-09-20 18:49:40.380001,CVX,162.61310467617915,162.33679550386466,163.91745354164985,159.8905605439752,105720319
2021-09-21 18:49:40.380001,CVX,158.58733027604674,160.10479920043653,159.94245045236832,158.27761535412725,127210195
2021-09-22 18:49:40.380001,CVX,160.5297638634919,161.2912191136324,160.7763468225098,157.8027796667988,55555226
2021-09-23 18:49:40.380001,CVX,167.74768279258,169.06050123716406,170.33262080530278,166.60021086068403,127587832
2021-09-24 18:49:40.380001,CVX,178.02868870413022,179.5475484511524,178.9066245339002,174.79760903700935,116621005
2021-09-27 18:49:40.380001,CVX,184.45913271526547,183.02906740643138,187.1729716445158,180.85853199882675,187691913
2021-09-28 18:49:40.380001,CVX,192.5886186481094,192.45050964816528,192.7918218286701,192.33827115089028,111879517
2021-09-29 18:49:40.380001,CVX,186.57398762682624,187.7009970451981,190.00997788036602,186.49587920778995,61375680
2021-09-30 18:49:40.380001,CVX,191.26702502869384,190.5098352068098,191.77225146908424,190.45433467241097,78740707
2021-10-01 18:49:40.380001,CVX,202.8555368638446,203.64068833737255,205.8916761216737,200.82690492274597,159957170
2021-10-04 18:49:40.380001,CVX,189.6991118792127,191.22836785511876,192.03785477507122,189.23213153349775,106695034
